id,category,franchises/0/id,franchises/0/name,game_modes/0/id,game_modes/0/name,game_modes/1/id,game_modes/1/name,genres/0/id,genres/0/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,keywords/2/id,keywords/2/name,name,platforms/0/id,platforms/0/name,platforms/1/id,platforms/1/name,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,collection/id,collection/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,themes/1/id,themes/1/name,keywords/3/id,keywords/3/name,game_modes/2/id,game_modes/2/name,platforms/2/id,platforms/2/name,platforms/3/id,platforms/3/name,themes/2/id,themes/2/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,genres/3/id,genres/3/name,franchises/1/id,franchises/1/name,rating,rating_count,genres/4/id,genres/4/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,themes/3/id,themes/3/name,themes/4/id,themes/4/name,game_modes/3/id,game_modes/3/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,franchises/4/id,franchises/4/name,franchises/5/id,franchises/5/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,keywords/105/id,keywords/105/name,keywords/106/id,keywords/106/name,keywords/107/id,keywords/107/name,keywords/108/id,keywords/108/name,keywords/109/id,keywords/109/name,keywords/110/id,keywords/110/name,keywords/111/id,keywords/111/name,keywords/112/id,keywords/112/name,keywords/113/id,keywords/113/name,keywords/114/id,keywords/114/name,themes/5/id,themes/5/name,themes/6/id,themes/6/name,keywords/115/id,keywords/115/name,keywords/116/id,keywords/116/name,keywords/117/id,keywords/117/name,keywords/118/id,keywords/118/name,keywords/119/id,keywords/119/name,keywords/120/id,keywords/120/name,keywords/121/id,keywords/121/name,keywords/122/id,keywords/122/name,keywords/123/id,keywords/123/name,keywords/124/id,keywords/124/name,keywords/125/id,keywords/125/name,keywords/126/id,keywords/126/name,genres/5/id,genres/5/name,platforms/6/id,platforms/6/name,platforms/7/id,platforms/7/name,platforms/8/id,platforms/8/name,platforms/9/id,platforms/9/name,genres/6/id,genres/6/name
119256,0,3439,Just Dance,1,Single player,2,Multiplayer,7,Music,1699,dancing,17618,just dance,32131,song,Just Dance 2020,5,Wii,6,PC (Microsoft Windows),15560,Just Dance Wii U,23640,5Street,63933,EZ2ON,77720,Re:Stage! Prism Step,86847,Melody Jams,103315,Just Dance 2019,135805,Audition 2,191409,Taiko no Tatsujin: Rhythm Festival,211316,Let's Sing ABBA,219434,Let’s Sing 2023,40,Party,527,Just Dance,,,,,,,,,,,48,PlayStation 4,49,Xbox One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.42469323804241,10,,,130,Nintendo Switch,170,Google Stadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124113,0,3802,Uwasa no Midori-kun,1,Single player,,,14,Sport,26,soccer,962,female protagonist,1937,otome,Uwasa no Midori-kun!! Futari no Midori!?,20,Nintendo DS,,,18681,ISS Pro Evolution 2,19075,Seduce Me the Otome,114287,FIFA 20,119422,eFootball PES 2020,124112,Uwasa no Midori-kun!! Natsu Iro Striker,203794,Starry Sky: After Winter,205062,Tennis no Ouji-sama: Gakuensai no Ouji-sama,218376,Hoshiiro no Okurimono,218483,Himehibi: New Princess Days Zoku! Nigakki,225684,Shall we date?: Become Elite,44,Romance,,,34,Visual Novel,,,,,24359,modern day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118916,11,1008,Arcade Archives,1,Single player,2,Multiplayer,4,Fighting,107,fighting,,,,,ACA Neo Geo: Art Of Fighting 3,48,PlayStation 4,49,Xbox One,4052,One Piece: Grand Battle!,12860,Super Street Fighter II: The New Challengers,43367,Rico,87728,Pigeon Pop,89550,Zoids Wild: Blast Unleashed,101608,Anima: Gate of Memories - The Nameless Chronicles,103356,Gladihoppers,103369,KILL la KILL: IF,109277,Samurai Shodown,117533,River City Girls,1,Action,2693,ACA NEOGEO,33,Arcade,,,,,,,,,130,Nintendo Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120163,0,1468,Bendy,1,Single player,,,9,Puzzle,217,cartoon,1836,survival horror,23996,ink,Bendy and the Dark Revival,6,PC (Microsoft Windows),,,11668,Dollhouse,25646,Don't Knock Twice,27266,House of Caravan,28070,Planet Alpha,28311,Bendy and the Ink Machine,107614,Hello Neighbor: Hide and Seek,109550,Silver Chains,111130,Apsulov: End of Gods,114455,Pacify,115304,Five Nights at Freddy's: Help Wanted,1,Action,5700,Bendy,31,Adventure,32,Indie,19,Horror,,,,,,,,,21,Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,Stealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115277,11,3285,Dragon Quest,1,Single player,,,12,Role-playing (RPG),521,jrpg,2376,random encounters,2390,roaming encounters,Dragon Quest XI: Echoes of an Elusive Age,37,Nintendo 3DS,,,25921,Atelier Firis: The Alchemist and the Mysterious Journey,37382,Pokémon Sword,55199,Dragon: Marked for Death,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,101608,Anima: Gate of Memories - The Nameless Chronicles,103303,The Elder Scrolls: Blades,106987,Torchlight III,115280,Oninaki,115653,Pokémon Shield,17,Fantasy,7988,Dragon Quest,31,Adventure,,,,,7223,streetpass functionality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126875,0,846,Steven Universe,1,Single player,,,31,Adventure,100,multitouch,238,touch,1508,mobile,The Phantom Fable: Steven Universe,34,Android,39,iOS,25311,Star Control: Origins,80916,Omensight,81249,The Elder Scrolls VI,87622,Garena Free Fire,96217,Eternity: The Last Unicorn,105049,Remnant: From the Ashes,106987,Torchlight III,111130,Apsulov: End of Gods,113360,Hytale,114145,Ben 10: Battle Ready,1,Action,2636,Steven Universe,,,,,35,Kids,2670,steven universe,,,,,,,,,2898,action game,3729,mobile game,4928,environmental puzzles,24382,phantom fable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121435,0,255,WWE,1,Single player,2,Multiplayer,13,Simulator,234,wrestling,1166,sports,1888,controversial,WWE 2K20,6,PC (Microsoft Windows),48,PlayStation 4,15851,Score! Hero,37419,Dude Simulator,102805,WWE 2K19,103218,NBA 2K19,110411,DiRT Rally 2.0,114285,NBA 2K20,114286,Madden NFL 20,114287,FIFA 20,118871,GRID,119422,eFootball PES 2020,1,Action,2958,WWE 2K,14,Sport,,,32,Non-fiction,5730,controversy,3,Co-operative,49,Xbox One,,,,,26965,multiple playable characters,28848,world wrestling entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.46893457079069,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121437,0,255,WWE,1,Single player,2,Multiplayer,13,Simulator,18598,edition,23888,deluxe edition,,,WWE 2K20 Deluxe Edition,6,PC (Microsoft Windows),48,PlayStation 4,38967,Cooking Simulator,102805,WWE 2K19,103218,NBA 2K19,114285,NBA 2K20,114286,Madden NFL 20,114287,FIFA 20,116353,Real Football 2019,118871,GRID,119422,eFootball PES 2020,120126,MXGP 2019 - The Official Motocross Videogame,32,Non-fiction,2958,WWE 2K,14,Sport,,,,,,,3,Co-operative,49,Xbox One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117776,0,26,Disney,1,Single player,2,Multiplayer,12,Role-playing (RPG),168,rhythm,645,disney,25963,turn-based rpg,Disney Twisted-Wonderland,34,Android,39,iOS,23651,Echo of Soul,49414,Oriental Blue,54775,Shadows: Awakening,69007,AION: Legions of War,96217,Eternity: The Last Unicorn,99118,Dragalia Lost,106987,Torchlight III,113636,Rangers of Oblivion,113910,Forged Fantasy,115653,Pokémon Shield,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116151,0,2914,Hollow Knight,1,Single player,,,8,Platform,477,metroidvania,3097,dlc content,,,Hollow Knight: Collector's Edition,6,PC (Microsoft Windows),48,PlayStation 4,,,,,,,,,,,,,,,,,,,,,1,Action,5702,Hollow Knight,25,Hack and slash/Beat 'em up,31,Adventure,17,Fantasy,,,,,130,Nintendo Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Indie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114151,0,593,Date A Live,1,Single player,,,13,Simulator,1313,multiple endings,16752,limited edition,23475,dating simulator,Date A Live: Ren Dystopia - Limited Edition,48,PlayStation 4,,,25311,Star Control: Origins,55199,Dragon: Marked for Death,55984,Blacksad: Under the Skin,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,101608,Anima: Gate of Memories - The Nameless Chronicles,103303,The Elder Scrolls: Blades,106987,Torchlight III,113360,Hytale,114150,Date A Live: Ren Dystopia,1,Action,3894,Date A Live,31,Adventure,34,Visual Novel,17,Fantasy,,,,,,,,,31,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122081,4,907,Dynasty Warriors,1,Single player,2,Multiplayer,25,Hack and slash/Beat 'em up,1868,enhanced version,,,,,Warriors Orochi 4 Ultimate,6,PC (Microsoft Windows),48,PlayStation 4,54775,Shadows: Awakening,76253,Devil May Cry 5,96217,Eternity: The Last Unicorn,103168,Warhammer: Chaosbane,106987,Torchlight III,113109,Marvel Ultimate Alliance 3: The Black Order,113360,Hytale,113636,Rangers of Oblivion,118490,Pokémon Rumble Rush,119244,Darksiders Genesis,1,Action,784,Warriors Orochi,,,,,17,Fantasy,,,3,Co-operative,49,Xbox One,130,Nintendo Switch,22,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123051,3,279,Tomb Raider,1,Single player,3,Co-operative,5,Shooter,339,survival,872,shadow,1033,action-adventure,Shadow of the Tomb Raider: Definitive Edition,3,Linux,6,PC (Microsoft Windows),9243,Life is Feudal: Your Own,17379,Miscreated,18225,The Sinking City,28309,Tanzia,37777,Shadow of the Tomb Raider,47823,Citadel: Forged With Fire,80916,Omensight,103292,Gears 5,105049,Remnant: From the Ashes,105269,Gene Rain,1,Action,183,Tomb Raider,31,Adventure,,,21,Survival,2099,mexico,,,14,Mac,48,PlayStation 4,22,Historical,2876,lara croft,17239,tomb raider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0590277684907,5,,,49,Xbox One,170,Google Stadia,43,Mystery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118200,0,1444,Action 69,1,Single player,3,Co-operative,31,Adventure,682,compilation of games,,,,,Action 69,6,PC (Microsoft Windows),,,76253,Devil May Cry 5,87622,Garena Free Fire,87728,Pigeon Pop,96217,Eternity: The Last Unicorn,103369,KILL la KILL: IF,105049,Remnant: From the Ashes,106987,Torchlight III,110503,Degrees of Separation,111130,Apsulov: End of Gods,113360,Hytale,1,Action,5668,Action 69,33,Arcade,,,,,,,4,Split screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127254,0,1021,Pathfinder,1,Single player,,,12,Role-playing (RPG),182,character customization,283,story driven,395,isometric,Pathfinder: Wrath of the Righteous,6,PC (Microsoft Windows),48,PlayStation 4,13196,Tears of Avia,19404,Eador: Imperium,22387,Legrand Legacy,25311,Star Control: Origins,26845,Fire Emblem: Three Houses,36929,Pathfinder: Kingmaker,96217,Eternity: The Last Unicorn,106987,Torchlight III,109339,CHANGE: A Homeless Survival Experience,119171,Baldur's Gate 3,17,Fantasy,2952,Pathfinder,15,Strategy,24,Tactical,,,425,crpg,,,49,Xbox One,130,Nintendo Switch,,,1165,leveling,2377,party-based,4852,side quests,4862,recruitable characters,6620,scripted events,23967,rtwp,23968,pathfinder,23969,adventure path,23970,adjustable difficulty,25527,meaningful choices,25963,turn-based rpg,25965,lgtb,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Adventure,,,89.4731082940033,13,32,Indie,169,Xbox Series X|S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127485,0,1424,Wheel of Fortune,1,Single player,2,Multiplayer,26,Quiz/Trivia,772,game show,,,,,Wheel of Fortune,13,DOS,15,Commodore C64/128/MAX,7182,"Scene It? Lights, Camera, Action",28472,Jeopardy!,84835,Quiz Party,103402,Knowledge is Power: Decades,112889,Quiz Show,116896,Wheel of Fortune,116957,Wheel of Fortune,181186,LoL Sketch,186526,Draw Battle!,187456,Trivia for Dummies,40,Party,3136,Wheel of Fortune,,,,,,,,,,,75,Apple II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114287,0,1110,FIFA,2,Multiplayer,,,14,Sport,26,soccer,27,football,,,FIFA 20,6,PC (Microsoft Windows),48,PlayStation 4,701,FIFA Soccer 2002: Major League Soccer,703,FIFA Soccer 2005,15851,Score! Hero,18681,ISS Pro Evolution 2,57738,Cartoon Network Superstar Soccer: Goal!!!,100359,Pro Evolution Soccer 2019,106814,Club Soccer Director 2019,114286,Madden NFL 20,116353,Real Football 2019,119422,eFootball PES 2020,32,Non-fiction,91,FIFA,,,,,,,,,,,49,Xbox One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.13528843084879,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124407,0,1700,towaga,1,Single player,2,Multiplayer,5,Shooter,77,tower defense,166,shoot 'em up,,,Towaga: Among Shadows,6,PC (Microsoft Windows),14,Mac,25901,My Friend Pedro,43367,Rico,52189,Grand Theft Auto VI,55038,Immortal: Unchained,76877,Russia.2028,96217,Eternity: The Last Unicorn,103292,Gears 5,105049,Remnant: From the Ashes,105269,Gene Rain,111130,Apsulov: End of Gods,1,Action,5985,towaga,31,Adventure,33,Arcade,,,,,4,Split screen,39,iOS,48,PlayStation 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Xbox One,130,Nintendo Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122289,11,1527,Four Seasons,1,Single player,,,13,Simulator,94,visual novel,1039,port,,,Hatsuyuki Sakura,46,PlayStation Vita,48,PlayStation 4,22425,Oppai Slider 2,28277,The Last Journey,28465,Porno Studio Tycoon,43097,Shark Dating Simulator XL,43130,Twins of the Pasture,51991,Delude - Succubus Prison,79134,Ancient Cities,87975,Tech Support: Error Unknown,119114,Aonatsu Line,119119,Koikatu,31,Drama,5775,Four Seasons,31,Adventure,,,42,Erotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
