id,category,collection/id,collection/name,franchises/0/id,franchises/0/name,franchises/1/id,franchises/1/name,game_modes/0/id,game_modes/0/name,game_modes/1/id,game_modes/1/name,game_modes/2/id,game_modes/2/name,genres/0/id,genres/0/name,genres/1/id,genres/1/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,keywords/2/id,keywords/2/name,keywords/3/id,keywords/3/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,name,platforms/0/id,platforms/0/name,platforms/1/id,platforms/1/name,platforms/2/id,platforms/2/name,platforms/3/id,platforms/3/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,platforms/6/id,platforms/6/name,platforms/7/id,platforms/7/name,platforms/8/id,platforms/8/name,rating,rating_count,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,themes/1/id,themes/1/name,genres/2/id,genres/2/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,themes/2/id,themes/2/name,genres/3/id,genres/3/name,genres/4/id,genres/4/name,themes/3/id,themes/3/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,keywords/105/id,keywords/105/name,keywords/106/id,keywords/106/name,keywords/107/id,keywords/107/name,keywords/108/id,keywords/108/name,keywords/109/id,keywords/109/name,keywords/110/id,keywords/110/name,keywords/111/id,keywords/111/name,keywords/112/id,keywords/112/name,keywords/113/id,keywords/113/name,keywords/114/id,keywords/114/name,keywords/115/id,keywords/115/name,keywords/116/id,keywords/116/name,keywords/117/id,keywords/117/name,keywords/118/id,keywords/118/name,keywords/119/id,keywords/119/name,keywords/120/id,keywords/120/name,keywords/121/id,keywords/121/name,keywords/122/id,keywords/122/name,keywords/123/id,keywords/123/name,keywords/124/id,keywords/124/name,keywords/125/id,keywords/125/name,keywords/126/id,keywords/126/name,keywords/127/id,keywords/127/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,game_modes/3/id,game_modes/3/name,keywords/128/id,keywords/128/name,keywords/129/id,keywords/129/name,keywords/130/id,keywords/130/name,keywords/131/id,keywords/131/name,keywords/132/id,keywords/132/name,keywords/133/id,keywords/133/name,keywords/134/id,keywords/134/name,keywords/135/id,keywords/135/name,keywords/136/id,keywords/136/name,keywords/137/id,keywords/137/name,keywords/138/id,keywords/138/name,keywords/139/id,keywords/139/name,keywords/140/id,keywords/140/name,keywords/141/id,keywords/141/name,keywords/142/id,keywords/142/name,keywords/143/id,keywords/143/name,keywords/144/id,keywords/144/name,keywords/145/id,keywords/145/name,keywords/146/id,keywords/146/name,keywords/147/id,keywords/147/name,keywords/148/id,keywords/148/name,keywords/149/id,keywords/149/name,keywords/150/id,keywords/150/name,keywords/151/id,keywords/151/name,keywords/152/id,keywords/152/name,keywords/153/id,keywords/153/name,platforms/9/id,platforms/9/name,platforms/10/id,platforms/10/name,keywords/154/id,keywords/154/name,keywords/155/id,keywords/155/name,keywords/156/id,keywords/156/name,keywords/157/id,keywords/157/name,keywords/158/id,keywords/158/name,keywords/159/id,keywords/159/name,keywords/160/id,keywords/160/name,keywords/161/id,keywords/161/name,keywords/162/id,keywords/162/name,keywords/163/id,keywords/163/name,keywords/164/id,keywords/164/name,keywords/165/id,keywords/165/name,keywords/166/id,keywords/166/name,keywords/167/id,keywords/167/name,keywords/168/id,keywords/168/name,keywords/169/id,keywords/169/name,keywords/170/id,keywords/170/name,keywords/171/id,keywords/171/name,keywords/172/id,keywords/172/name,keywords/173/id,keywords/173/name,keywords/174/id,keywords/174/name,keywords/175/id,keywords/175/name,keywords/176/id,keywords/176/name,keywords/177/id,keywords/177/name,keywords/178/id,keywords/178/name,keywords/179/id,keywords/179/name,keywords/180/id,keywords/180/name,keywords/181/id,keywords/181/name,keywords/182/id,keywords/182/name,keywords/183/id,keywords/183/name,keywords/184/id,keywords/184/name,keywords/185/id,keywords/185/name,keywords/186/id,keywords/186/name,keywords/187/id,keywords/187/name,keywords/188/id,keywords/188/name,keywords/189/id,keywords/189/name,keywords/190/id,keywords/190/name,themes/4/id,themes/4/name,platforms/11/id,platforms/11/name,platforms/12/id,platforms/12/name,themes/5/id,themes/5/name,franchises/4/id,franchises/4/name,franchises/5/id,franchises/5/name,franchises/6/id,franchises/6/name,franchises/7/id,franchises/7/name,franchises/8/id,franchises/8/name,franchises/9/id,franchises/9/name,franchises/10/id,franchises/10/name,franchises/11/id,franchises/11/name,franchises/12/id,franchises/12/name,franchises/13/id,franchises/13/name,franchises/14/id,franchises/14/name,franchises/15/id,franchises/15/name,franchises/16/id,franchises/16/name,franchises/17/id,franchises/17/name,franchises/18/id,franchises/18/name,franchises/19/id,franchises/19/name,franchises/20/id,franchises/20/name,franchises/21/id,franchises/21/name,franchises/22/id,franchises/22/name,franchises/23/id,franchises/23/name,franchises/24/id,franchises/24/name,franchises/25/id,franchises/25/name,franchises/26/id,franchises/26/name,franchises/27/id,franchises/27/name,franchises/28/id,franchises/28/name,franchises/29/id,franchises/29/name,genres/5/id,genres/5/name,platforms/13/id,platforms/13/name,platforms/14/id,platforms/14/name,keywords/191/id,keywords/191/name,keywords/192/id,keywords/192/name
10226,0,4355,Crazy Chicken,437,Lost,,,1,Single player,,,,,31,Adventure,,,96,orcs,125,based on a tv series,197,mystery,218,interactive fiction,296,fantasy,337,island,350,comedy,1098,water,1961,nudity,2396,text-based,3203,darkness,3794,tree,4247,pig,4256,developed by one person,4260,text adventure,4432,shelf,4568,shrub,4832,fountain,4833,staircase,4920,pants,5276,curtain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOST,55,Legacy Mobile Device,,,,,,,,,,,,,,,,,,,19164,Borderlands 3,22387,Legrand Legacy,27092,GreedFall,28168,Code Vein,36198,Children of Morta,47823,Citadel: Forged With Fire,55199,Dragon: Marked for Death,55984,Blacksad: Under the Skin,96217,Eternity: The Last Unicorn,106987,Torchlight III,1,Action,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Thriller,,,,,27,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9153,0,452,Punch-Out!!,1821,Punch-Out!!,,,1,Single player,,,,,4,Fighting,14,Sport,301,health,632,boxing,977,hand-to-hand combat,1299,time limit,4134,digital distribution,4313,boxer,4359,polygonal 3d,4422,chocolate,4447,boxing glove,4448,boxing ring,4525,third-person perspective,4891,melee,5361,enemy health indicator,5923,boxing gloves,6117,teenager,6129,sideways wii remote gameplay,6188,club nintendo,6368,overweight character,7031,uppercut,7491,jab,27078,wiiware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doc Louis's Punch-Out!!,5,Wii,,,,,,,,,,,,,,,,,70,0,3915,Fight Night Round 2,5118,Ready 2 Rumble: Revolution,5424,Prize Fighter,5835,Fight Night 2004,9150,Punch-Out!!,12324,Fight Night,46530,James 'Buster' Douglas Knock Out Boxing,46545,Evander Holyfield's 'Real Deal' Boxing,48164,George Foreman's KO Boxing,49024,Riddick Bowe Boxing,1,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9831,0,1316,Warlords Battlecry,557,Warlords,,,1,Single player,2,Multiplayer,,,11,Real Time Strategy (RTS),12,Role-playing (RPG),1026,role playing,2910,fog of war,3782,strategy,4345,bink video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warlords Battlecry,6,PC (Microsoft Windows),,,,,,,,,,,,,,,,,,,7027,SpellForce: The Order of Dawn,7615,Might & Magic Heroes VII,9472,Sorcerer King,13196,Tears of Avia,19404,Eador: Imperium,26574,Force of Nature,27092,GreedFall,28182,Reverse Crawl,35994,Survivalist,55199,Dragon: Marked for Death,17,Fantasy,,,15,Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12571,0,2674,Nioh,1280,Nioh,,,1,Single player,2,Multiplayer,,,12,Role-playing (RPG),25,Hack and slash/Beat 'em up,61,martial arts,129,blood,164,ninja,175,demon,227,sword,253,samurai,389,hack and slash,1061,giant monsters,1910,yokai,1971,over the shoulder,2679,katana,4155,alternate historical,4187,mask,4239,platform exclusive,4460,armor,4525,third-person perspective,4588,gamma adjustment,4768,playstation experience 2016,4866,slashing weapons,4883,e3 2016,5142,historical figures in fictional settings,5200,gamescom 2016,5308,rpg elements,5559,blocking,5638,development hell,5663,stamina bar,5991,izuna drop,6297,aggro,6699,feudalism,7511,makibishi,8888,warring states era,9155,hara-kiri,12087,the game awards 2017,12096,best action game: nominee - 2017 (the game awards),12424,tokyo game show 2010,Nioh,48,PlayStation 4,,,,,,,,,,,,,,,,,80.91886564702911,130,660,Darkstone,7213,Tenchu Z,7603,Hellblade: Senua's Sacrifice,11156,Horizon Zero Dawn,11162,For Honor,14394,Battle Brothers,19085,Shadow Tactics: Blades of the Shogun,19560,God of War,26841,Fire Emblem Heroes,54775,Shadows: Awakening,1,Action,17,Fantasy,,,12556,the game awards nominee 2017,13109,e3 2005,18275,nioh,18276,ninja gaiden,18277,koei tecmo,18278,"action role-playing game,team ninja",18279,"samurai,...",,,,,,,,,,,,,,,,,,,22,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14641,0,4076,Die Hard,496,Die Hard,,,1,Single player,,,,,5,Shooter,,,301,health,558,death,1025,shooter,1286,based on a movie,1669,crime,3831,explosion,4142,licensed game,4330,first-person perspective,4382,games based on movies,4446,gun,5782,tie-in,13505,rogue cop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Die Hard 2: Die Harder,13,DOS,16,Amiga,,,,,,,,,,,,,,,,,1877,Cyberpunk 2077,19164,Borderlands 3,38030,Phantomers Insurreccion,58075,Girls' Frontline,68286,Earth Defense Force: Iron Rain,68287,Left Alive,103292,Gears 5,103329,Control,105049,Remnant: From the Ashes,106805,Call of Duty: Mobile,1,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,0,,,6,"Warhammer 40,000",,,1,Single player,2,Multiplayer,,,5,Shooter,,,129,blood,167,mech,226,magic,453,first person shooter,558,death,575,robots,970,sci-fi,1107,war,1360,games workshop,1704,tabletop,1821,tank,2210,space marine,2862,chaos,3270,flamethrower,3486,boss fight,3831,explosion,3833,bosses,4142,licensed game,4345,bink video,4353,human,4359,polygonal 3d,4363,book,4397,upgradeable weapons,4446,gun,4460,armor,4552,helmet,4571,shotgun,4573,skull,4623,fake in-game advertising,4626,elevator,4660,pistol,4661,gatling gun,4694,lava,4730,sniping,4936,blaster,"Warhammer 40,000: Fire Warrior",6,PC (Microsoft Windows),8,PlayStation 2,,,,,,,,,,,,,,,69.8082023192928,6,257,"Warhammer 40,000: Dawn of War",356,Quake 4,466,"Warhammer 40,000: Dawn of War II",564,Rogue Warrior,1006,Syndicate,2413,Oni,7020,Inversion,8744,Global Operations,9538,Original War,15536,Escape from Tarkov,1,Action,18,Science fiction,,,5022,final boss,5032,mini-boss,5116,laser,5309,reloading,5350,sniper rifle,5397,cross culture language skills,5419,level titles,5455,squad,5479,the future,5594,recurring boss,5775,grenade,5886,squad tactics,5941,weapons swap,5964,flaming weapon,6122,adeptus astartes,6295,regenerating health,,,,,,,,,6351,power armor,6589,rifle,6887,railgun,7038,headshot,7389,alien protagonist,7435,war cry,8133,tea-bagging,8819,ammo box,8840,divinity explained by aliens,9083,super soldier,9160,super suit,9448,henchmen,9474,adamantium,10344,greater daemons of chaos,10349,imperium of man,10617,southpaw,10630,orbital strike,11990,powersword,11991,boltgun,12116,dnas,12466,tau,12468,chaos space marines,12477,melta gun,13115,e3 2003,14508,leman russ battle tank,16136,chaos storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23152,0,,,1362,GUNNM,,,1,Single player,,,,,12,Role-playing (RPG),31,Adventure,575,robots,1026,role playing,1097,cyborg,2648,based on a manga,3126,based on an anime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUNNM Martian Memory,7,PlayStation,,,,,,,,,,,,,,,,,,,25311,Star Control: Origins,28309,Tanzia,34155,The Black Death,35994,Survivalist,55038,Immortal: Unchained,55199,Dragon: Marked for Death,96217,Eternity: The Last Unicorn,105049,Remnant: From the Ashes,105269,Gene Rain,106987,Torchlight III,1,Action,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15489,0,3174,Dr. Seuss,747,The Grinch,,,1,Single player,,,,,8,Platform,9,Puzzle,575,robots,832,christmas,1317,apocalypse,1495,abstract,1538,based on a book,2049,platformer,2109,level selection,2396,text-based,2875,puzzle,4141,games based on anime,4142,licensed game,4190,present,4260,text adventure,4287,voice acting,4353,human,4914,holiday themes,5517,theft,7171,my father's sword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Seuss: How the Grinch Stole Christmas!,20,Nintendo DS,,,,,,,,,,,,,,,,,,,19150,Vagante,20329,Figment,20342,Toby: The Secret Mine,24426,Forgotton Anne,28070,Planet Alpha,55173,Semblance,55190,Pikuniku,56033,Dream Alone,77529,Etherborn,89597,Unbound: Worlds Apart,1,Action,17,Fantasy,31,Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Visual Novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25878,5,3,Fallout,1034,Fallout,,,1,Single player,,,,,5,Shooter,12,Role-playing (RPG),1034,mod,29229,fallout mod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fallout: The Frontier,6,PC (Microsoft Windows),,,,,,,,,,,,,,,,,,,1877,Cyberpunk 2077,17548,Savage Lands,19164,Borderlands 3,25300,Sky Break,26574,Force of Nature,37419,Dude Simulator,55038,Immortal: Unchained,90099,Tom Clancy's The Division 2,105049,Remnant: From the Ashes,105269,Gene Rain,1,Action,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Survival,,,,,33,Sandbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Open world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19765,0,3441,Berserk,821,Berserk,2775,Musou,1,Single player,,,,,25,Hack and slash/Beat 'em up,,,78,anime,2648,based on a manga,4141,games based on anime,4142,licensed game,4367,dodge offset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berserk and the Band of the Hawk,6,PC (Microsoft Windows),9,PlayStation 3,46,PlayStation Vita,48,PlayStation 4,,,,,,,,,,,78.11564562311341,11,28010,God Eater 3,54775,Shadows: Awakening,55028,Attack on Titan 2,76742,One Piece: World Seeker,96217,Eternity: The Last Unicorn,103168,Warhammer: Chaosbane,106987,Torchlight III,111130,Apsulov: End of Gods,114009,Dragon Ball Z: Kakarot,116530,Vampire: The Masquerade - Bloodlines 2,1,Action,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11894,0,,,722,All Dogs Go to Heaven,,,1,Single player,,,,,33,Arcade,,,1286,based on a movie,1935,dog,4162,anthropomorphism,4382,games based on movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Dogs Go to Heaven,13,DOS,16,Amiga,,,,,,,,,,,,,,,,,15851,Score! Hero,19164,Borderlands 3,43367,Rico,81183,Never Give Up,87728,Pigeon Pop,103341,Overcooked! 2,103369,KILL la KILL: IF,112078,Sky Gamblers: Storm Raiders 2,113423,Cut & Run,114145,Ben 10: Battle Ready,1,Action,27,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
